Date,Open,High,Low,Close,Adj Close
2003-10-01,1.3173999786376953,1.3444000482559204,1.3033000230789185,1.3381999731063843,1.3381999731063843
2003-11-01,1.3384000062942505,1.3797999620437622,1.2878999710083008,1.2884000539779663,1.2884000539779663
2003-12-01,1.2870999574661255,1.3036999702453613,1.2311999797821045,1.2366000413894653,1.2366000413894653
2004-01-01,1.2366000413894653,1.2719000577926636,1.2130000591278076,1.2529000043869019,1.2529000043869019
2004-02-01,1.2529000043869019,1.2755999565124512,1.2182999849319458,1.2574000358581543,1.2574000358581543
2004-03-01,1.257599949836731,1.3075000047683716,1.2519999742507935,1.2660000324249268,1.2660000324249268
2004-04-01,1.2659000158309937,1.3223999738693237,1.2597999572753906,1.2940000295639038,1.2940000295639038
2004-05-01,1.294100046157837,1.3080999851226807,1.242799997329712,1.253100037574768,1.253100037574768
2004-06-01,1.253100037574768,1.2697999477386475,1.232100009918213,1.2503999471664429,1.2503999471664429
2004-07-01,1.2503999471664429,1.2834999561309814,1.2207000255584717,1.2812999486923218,1.2812999486923218
2004-08-01,1.2812999486923218,1.2853000164031982,1.2374999523162842,1.266700029373169,1.266700029373169
2004-09-01,1.266700029373169,1.2788000106811523,1.2445000410079956,1.2454999685287476,1.2454999685287476
2004-10-01,1.2455999851226807,1.2676000595092773,1.191100001335144,1.1916999816894531,1.1916999816894531
2004-11-01,1.1919000148773193,1.2116999626159668,1.1332999467849731,1.1395000219345093,1.1395000219345093
2004-12-01,1.1394000053405762,1.1677000522613525,1.1253000497817993,1.1404999494552612,1.1404999494552612
2005-01-01,1.1404999494552612,1.1964999437332153,1.1374000310897827,1.1878000497817993,1.1878000497817993
2005-02-01,1.1877000331878662,1.2259000539779663,1.157099962234497,1.1638000011444092,1.1638000011444092
2005-03-01,1.163699984550476,1.2080999612808228,1.1468000411987305,1.1957999467849731,1.1957999467849731
2005-04-01,1.1957999467849731,1.2186000347137451,1.1739000082015991,1.1948000192642212,1.1948000192642212
2005-05-01,1.1948000192642212,1.2490999698638916,1.1883000135421753,1.2475999593734741,1.2475999593734741
2005-06-01,1.247499942779541,1.2872999906539917,1.2410000562667847,1.2831000089645386,1.2831000089645386
2005-07-01,1.2826999425888062,1.3200000524520874,1.2699999809265137,1.288599967956543,1.288599967956543
2005-08-01,1.2884999513626099,1.2894999980926514,1.243399977684021,1.253499984741211,1.253499984741211
2005-09-01,1.253499984741211,1.299399971961975,1.2238999605178833,1.2934999465942383,1.2934999465942383
2005-10-01,1.2934999465942383,1.3071000576019287,1.2674000263214111,1.2896000146865845,1.2896000146865845
2005-11-01,1.2896000146865845,1.3282999992370605,1.2747000455856323,1.3138999938964844,1.3138999938964844
2005-12-01,1.3143999576568604,1.3226499557495117,1.2776000499725342,1.313599944114685,1.313599944114685
2006-01-01,1.313599944114685,1.3183000087738037,1.2559000253677368,1.278499960899353,1.278499960899353
2006-02-01,1.2785999774932861,1.3236000537872314,1.2771999835968018,1.3108999729156494,1.3108999729156494
2006-03-01,1.3107999563217163,1.3221999406814575,1.2871999740600586,1.3042999505996704,1.3042999505996704
2006-04-01,1.3042999505996704,1.3133000135421753,1.235700011253357,1.2390999794006348,1.2390999794006348
2006-05-01,1.2391999959945679,1.2445000410079956,1.1922999620437622,1.2178000211715698,1.2178000211715698
2006-06-01,1.2178000211715698,1.2525999546051025,1.20169997215271,1.223099946975708,1.223099946975708
2006-07-01,1.223099946975708,1.2592999935150146,1.2192000150680542,1.230299949645996,1.230299949645996
2006-08-01,1.230299949645996,1.2445000410079956,1.2186000347137451,1.2309000492095947,1.2309000492095947
2006-09-01,1.2309999465942383,1.2616499662399292,1.2274999618530273,1.252500057220459,1.252500057220459
2006-10-01,1.252500057220459,1.2768000364303589,1.2406500577926636,1.243499994277954,1.243499994277954
2006-11-01,1.2437000274658203,1.2574000358581543,1.1959999799728394,1.1974999904632568,1.1974999904632568
2006-12-01,1.197350025177002,1.2267999649047852,1.1884000301361084,1.2187999486923218,1.2187999486923218
2007-01-01,1.2187999486923218,1.2568000555038452,1.2109999656677246,1.2445000410079956,1.2445000410079956
2007-02-01,1.2444499731063843,1.2690000534057617,1.2145999670028687,1.219099998474121,1.219099998474121
2007-03-01,1.218999981880188,1.2354999780654907,1.2031999826431274,1.2151999473571777,1.2151999473571777
2007-04-01,1.2151999473571777,1.2366000413894653,1.1996999979019165,1.2062000036239624,1.2062000036239624
2007-05-01,1.2062699794769287,1.2330000400543213,1.1993000507354736,1.225100040435791,1.225100040435791
2007-06-01,1.225000023841858,1.2467999458312988,1.2148000001907349,1.221500039100647,1.221500039100647
2007-07-01,1.221500039100647,1.223099946975708,1.195099949836731,1.201300024986267,1.201300024986267
2007-08-01,1.2014000415802002,1.2214000225067139,1.1815999746322632,1.2080999612808228,1.2080999612808228
2007-09-01,1.2080999612808228,1.2150399684906006,1.1617000102996826,1.1627000570297241,1.1627000570297241
