Date,Open,High,Low,Close,Adj Close
1996-11-01,113.5,114.68000030517578,110.55000305175781,113.80000305175781,113.80000305175781
1996-12-01,113.69999694824219,116.43000030517578,111.7300033569336,115.9000015258789,115.9000015258789
1997-01-01,115.94999694824219,122.5,114.80000305175781,121.25,121.25
1997-02-01,121.31999969482422,124.81999969482422,119.9000015258789,120.30000305175781,120.30000305175781
1997-03-01,120.44999694824219,124.3499984741211,120.33000183105469,123.77999877929688,123.77999877929688
1997-04-01,123.94000244140625,127.12999725341797,121.3499984741211,127.05999755859375,127.05999755859375
1997-05-01,127.0999984741211,127.45999908447266,111.87999725341797,116.37000274658203,116.37000274658203
1997-06-01,116.29000091552734,116.83000183105469,110.51000213623047,114.61000061035156,114.61000061035156
1997-07-01,114.70999908447266,118.95999908447266,112.11000061035156,118.55000305175781,118.55000305175781
1997-08-01,118.44999694824219,121.19999694824219,114.2300033569336,120.4800033569336,120.4800033569336
1997-09-01,120.4800033569336,123.05999755859375,118.1500015258789,120.4800033569336,120.4800033569336
1997-10-01,120.44999694824219,122.66000366210938,118.6500015258789,120.31999969482422,120.31999969482422
1997-11-01,120.4000015258789,128.0,119.93000030517578,127.79000091552734,127.79000091552734
1997-12-01,127.79000091552734,131.55999755859375,125.69999694824219,130.55999755859375,130.55999755859375
1998-01-01,130.57000732421875,134.39999389648438,124.25,127.0999984741211,127.0999984741211
1998-02-01,126.8499984741211,129.0,122.3499984741211,126.05000305175781,126.05000305175781
1998-03-01,126.05000305175781,133.6999969482422,124.58999633789062,133.0500030517578,133.0500030517578
1998-04-01,133.1300048828125,135.39999389648438,127.3499984741211,132.7899932861328,132.7899932861328
1998-05-01,132.6999969482422,139.22000122070312,131.25,138.5,138.5
1998-06-01,138.3000030517578,146.75,133.64999389648438,138.35000610351562,138.35000610351562
1998-07-01,138.27999877929688,144.75999450683594,137.42999267578125,144.75,144.75
1998-08-01,144.64999389648438,147.6300048828125,138.69000244140625,138.69000244140625,138.69000244140625
1998-09-01,139.35000610351562,139.89999389648438,129.10000610351562,136.2899932861328,136.2899932861328
1998-10-01,136.36000061035156,136.86000061035156,111.62999725341797,115.7699966430664,115.7699966430664
1998-11-01,116.30000305175781,124.08000183105469,114.4000015258789,122.93000030517578,122.93000030517578
1998-12-01,122.9000015258789,123.1500015258789,112.51000213623047,113.44999694824219,113.44999694824219
1999-01-01,113.19999694824219,116.80999755859375,108.19999694824219,115.94999694824219,115.94999694824219
1999-02-01,115.81999969482422,122.5,111.30000305175781,119.25,119.25
1999-03-01,119.2699966430664,123.7300033569336,116.73999786376953,118.7699966430664,118.7699966430664
1999-04-01,118.7300033569336,121.97000122070312,117.4000015258789,119.37000274658203,119.37000274658203
1999-05-01,119.4000015258789,124.94999694824219,119.3499984741211,121.58999633789062,121.58999633789062
1999-06-01,121.62000274658203,122.55000305175781,117.58999633789062,120.9000015258789,120.9000015258789
1999-07-01,120.9000015258789,122.8499984741211,114.0999984741211,114.4800033569336,114.4800033569336
1999-08-01,114.4800033569336,116.30000305175781,108.98999786376953,109.73999786376953,109.73999786376953
1999-09-01,109.73999786376953,111.4000015258789,103.1500015258789,106.1500015258789,106.1500015258789
