Date,Open,High,Low,Close,Adj Close
2003-12-01,1.20339834690094,1.2672022581100464,1.194400668144226,1.2590018510818481,1.2590018510818481
2004-01-01,1.2590018510818481,1.289706826210022,1.2154065370559692,1.2452058792114258,1.2452058792114258
2004-02-01,1.2452058792114258,1.2922067642211914,1.2380987405776978,1.253007173538208,1.253007173538208
2004-03-01,1.2539026737213135,1.2541072368621826,1.2065054178237915,1.231299638748169,1.231299638748169
2004-04-01,1.2311935424804688,1.2384973764419556,1.176498293876648,1.198293685913086,1.198293685913086
2004-05-01,1.198293685913086,1.2294074296951294,1.177994966506958,1.2198989391326904,1.2198989391326904
2004-06-01,1.2198989391326904,1.234994888305664,1.1957002878189087,1.218397855758667,1.218397855758667
2004-07-01,1.2182939052581787,1.246401071548462,1.1998032331466675,1.2016053199768066,1.2016053199768066
2004-08-01,1.2016053199768066,1.2384973764419556,1.1975044012069702,1.2178043127059937,1.2178043127059937
2004-09-01,1.217700481414795,1.244400143623352,1.200595498085022,1.2433944940567017,1.2433944940567017
2004-10-01,1.2435026168823242,1.2843070030212402,1.2234959602355957,1.283202886581421,1.283202886581421
2004-11-01,1.2828078269958496,1.332906723022461,1.266592264175415,1.3298048973083496,1.3298048973083496
2004-12-01,1.3298048973083496,1.3661948442459106,1.3149935007095337,1.3565024137496948,1.3565024137496948
2005-01-01,1.356594443321228,1.3626948595046997,1.2931926250457764,1.305193305015564,1.305193305015564
2005-02-01,1.3050060272216797,1.3280036449432373,1.2737069129943848,1.3217023611068726,1.3217023611068726
2005-03-01,1.3218945264816284,1.3479087352752686,1.2861074209213257,1.2966973781585693,1.2966973781585693
2005-04-01,1.2967981100082397,1.3116990327835083,1.2779062986373901,1.292306900024414,1.292306900024414
2005-05-01,1.292306900024414,1.298701286315918,1.229997158050537,1.2307995557785034,1.2307995557785034
2005-06-01,1.2309964895248413,1.2345983982086182,1.200595498085022,1.2091021537780762,1.2091021537780762
2005-07-01,1.208795189857483,1.225295066833496,1.187197208404541,1.2124004364013672,1.2124004364013672
2005-08-01,1.2122975587844849,1.260398268699646,1.2121946811676025,1.234095573425293,1.234095573425293
2005-09-01,1.2338062524795532,1.2587958574295044,1.1985952854156494,1.2028049230575562,1.2028049230575562
2005-10-01,1.2028049230575562,1.2204945087432861,1.1881988048553467,1.1988970041275024,1.1988970041275024
2005-11-01,1.1988970041275024,1.208006739616394,1.1648495197296143,1.1804981231689453,1.1804981231689453
